"word","pinyin","pinyinf","category","meaning"
"哲学","zhe2 xue2","zhé xué","",""
"这","zhe4","zhè","",""
"着","zhe","zhe","",""
"真","zhen1","zhēn","",""
"真理","zhen1 li3","zhēn lǐ","",""
"真实","zhen1 shi","zhēn shi","",""
"真正","zhen1 zheng4","zhēn zhèng","",""
"针对","zhen1 dui4","zhēn duì","",""
"珍贵","zhen1 gui4","zhēn guì","",""
"珍珠","zhen1 zhu1","zhēn zhū","",""
"侦探","zhen1 tan4","zhēn tàn","",""
"枕头","zhen1 tou2","zhēn tóu","",""
"阵地","zhen4 di4","zhèn dì","",""
"阵容","zhen4 rong2","zhèn róng","",""
"镇定","zhen4 ding4","zhèn dìng","",""
"镇静","zhen4 jing4","zhèn jìng","",""
"镇压","zhen4 ya1","zhèn yā","",""
"振动","zhen4 dong4","zhèn dòng","",""
"振奋","zhen4 fen4","zhèn fèn","",""
"振兴","zhen4 xing1","zhèn xīng","",""
"震惊","zhen4 jing1","zhèn jīng","",""
"睁","zheng1","zhēng","",""
"争端","zheng1 duan1","zhēng duān","",""
"争夺","zheng1 duo2","zhēng duó","",""
"争论","zheng1 lun4","zhēng lùn","",""
"争气","zheng1 qi4","zhēng qì","",""
"争取","zheng1 qu3","zhēng qǔ","",""
"争先恐后","zheng1 xian1 kong3 hou4","zhēng xiān kǒng hòu","成語","先を争う"
"争议","zheng1 yi4","zhēng yì","",""
"蒸发","zheng1 fa1","zhēng fā","",""
"征服","zheng1 fu2","zhēng fú","",""
"征求","zheng1 qiu2","zhēng qiú","",""
"征收","zheng1 shou1","zhēng shōu","",""
"正月","zheng1 yue4","zhēng yuè","",""
"挣扎","zheng4 zha2","zhèng zhá","",""
"整顿","zheng3 dun4","zhěng dùn","",""
"整个","zheng3 ge4","zhěng gè","",""
"整理","zheng3 li3","zhěng lǐ","",""
"整齐","zheng3 qi2","zhěng qí","",""
"整体","zheng3 ti3","zhěng tǐ","",""
"正","zheng4","zhèng","",""
"正常","zheng4 chang2","zhèng cháng","",""
"正负","zheng4 fu4","zhèng fù","",""
"正规","zheng4 gui1","zhèng guī","",""
"正好","zheng4 hao3","zhèng hǎo","",""
"正经","zheng4 jing1","zhèng jīng","",""
"正气","zheng4 qi4","zhèng qì","",""
"正确","zheng4 que4","zhèng què","",""
"正式","zheng4 shi4","zhèng shì","",""
"正义","zheng4 yi4","zhèng yì","",""
"正在","zheng4 zai4","zhèng zài","",""
"政策","zheng ce4","zheng cè","",""
"政府","zheng fu3","zheng fǔ","",""
"政权","zheng quan2","zheng quán","",""
"政治","zheng zhi4","zheng zhì","",""
"证件","zheng4 jian4","zhèng jiàn","",""
"证据","zheng4 ju4","zhèng jù","",""
"证明","zheng4 ming2","zhèng míng","",""
"证实","zheng4 shi2","zhèng shí","",""
"证书","zheng4 shu1","zhèng shū","",""
"挣钱","zheng4 qian2","zhèng qián","",""
"郑重","zheng4 zhong4","zhèng zhòng","",""
"症状","zheng4 zhuang4","zhèng zhuàng","",""
"只","zhi3","zhǐ","",""
"之","zhi1","zhī","",""
"枝","zhi1","zhī","",""
"支","zhi1","zhī","",""
"支撑","zhi1 cheng","zhī cheng","",""
"支出","zhi1 chu1","zhī chū","",""
"支流","zhi1 liu2","zhī liú","",""
"支票","zhi1 piao4","zhī piào","",""
"支援","zhi1 yuan2","zhī yuán","",""
"支柱","zhi1 zhu4","zhī zhù","",""
"知道","zhi1 dao4","zhī dào","",""
"知觉","zhi1 jue2","zhī jué","",""
"知识","zhi1 shi2","zhī shí","",""
"知足常乐","zhi1 zu2 chang2 le4","zhī zú cháng lè","成語","利益や地位に満足している"
"脂肪","zhi1 fang2","zhī fáng","",""
"直","zhi2","zhí","",""
"直播","zhi2 bo1","zhí bō","",""
"直接","zhi2 jie1","zhí jiē","",""
"值班","zhi2 ban1","zhí bān","",""
"值得","jue2 de2","jué dé","",""
"殖民地","zhi2 min2 di4","zhí mín dì","",""
"职能","zhi2 neng2","zhí néng","",""
"职位","zhi2 wei4","zhí wèi","",""
"职务","zhi2 wu4","zhí wù","",""
"职业","zhi2 ye4","zhí yè","",""
"植物","zhi2 wu4","zhí wù","",""
"执行","zhi2 xing2","zhí xíng","",""
"执照","zhi2 zhao4","zhí zhào","",""
"指","zhi3","zhǐ","",""
"指标","zhi1 biao1","zhī biāo","",""
"指导","zhi1 dao3","zhī dǎo","",""
"指定","zhi3 ding4","zhǐ dìng","",""
"指挥","zhi3 hui1","zhǐ huī","",""
"指甲","zhi3 jia3","zhǐ jiǎ","",""
"指令","zhi3 ling4","zhǐ lìng","",""
"指南针","zhi3 nan2 zhen1","zhǐ nán zhēn","",""
"指示","zhi3 shi4","zhǐ shì","",""
"指望","zhi3 wang4","zhǐ wàng","",""
"指责","zhi3 ze2","zhǐ zé","",""
"只","zhi3","zhǐ","",""
"只好","zhi3 hao3","zhǐ hǎo","",""
"只要","zhi3 yao4","zhǐ yào","",""
"治安","zhi4 an1","zhì ān","",""
"制裁","zhi4 cai2","zhì cái","",""
"制订","zhi4 ding4","zhì dìng","",""
"制定","zhi4 ding4","zhì dìng","",""
"制度","zhi4 du4","zhì dù","",""
"制服","zhi4 fu2","zhì fú","",""
"制约","zhi4 yue1","zhì yuē","",""
"制造","zhi4 zao4","zhì zào","",""
"制止","zhi4 zhi3","zhì zhǐ","",""
"制作","zhi4 zuo4","zhì zuò","",""
"致辞","zhi4 ci2","zhì cí","",""
"致力于","zhi4 li4 yu2","zhì lì yú","",""
"致使","zhi4 shi3","zhì shǐ","",""
"智力","zhi4 li4","zhì lì","",""
"只能","zhi3 neng2","zhǐ néng","",""
"智商","zhi4 shang1","zhì shāng","",""
"至今","zhi4 jin1","zhì jīn","",""
"至少","zhi4 shao3","zhì shǎo","",""
"至于","zhi4 yu2","zhì yú","",""
"质量","zhi4 liang4","zhì liàng","",""
"治疗","zhi4 liao2","zhì liáo","",""
"滞留","zhi4 liu2","zhì liú","",""
"志气","zhi4 qi","zhì qi","",""
"志愿者","zhi4 yuan4 zhe3","zhì yuàn zhě","",""
"秩序","zhi4 xu4","zhì xù","",""
"钟","zhong1","zhōng","",""
"忠诚","zhong1 cheng2","zhōng chéng","",""
"忠实","zhong1 shi2","zhōng shí","",""
"终点","zhong1 dian3","zhōng diǎn","",""
"终究","zhong1 jiu1","zhōng jiū","",""
"终年","zhong1 nian2","zhōng nián","",""
"终身","zhong1 shen1","zhōng shēn","",""
"终于","zhong1 yu2","zhōng yú","",""
"终止","zhong1 zhi3","zhōng zhǐ","",""
"中断","zhong1 duan4","zhōng duàn","",""
"中国","zhong1 guo2","zhōng guó","",""
"中间","zhong1 jian1","zhōng jiān","",""
"中介","zhong1 jie4","zhōng jiè","",""
"中立","zhong1 li4","zhōng lì","",""
"中文","zhong1 wen2","zhōng wén","",""
"中午","zhong1 wu3","zhōng wǔ","",""
"中心","zhong1 xin1","zhōng xīn","",""
"中旬","zhong1 xun2","zhōng xún","",""
"中央","zhong1 yang1","zhōng yāng","",""
"衷心","zhong1 xin1","zhōng xīn","",""
"种","zhong3","zhǒng","",""
"种子","zhong3 zi","zhǒng zi","",""
"种族","zhong3 zu2","zhǒng zú","",""
"肿瘤","zhong3 liu2","zhǒng liú","",""
"重","zhong4","zhòng","",""
"重点","zhong4 dian3","zhòng diǎn","",""
"重量","zhong4 liang4","zhòng liàng","",""
"重视","zhong4 shi4","zhòng shì","",""
"重心","zhong4 xin1","zhòng xīn","",""
"重要","zhong4 yao4","zhòng yào","",""
"众所周知","zhong4 suo3 zhou1 zhi1","zhòng suǒ zhōu zhī","成語","広く知られている"
"州","zhou1","zhōu","",""
"舟","zhou1","zhōu","",""
"粥","zhou1","zhōu","",""
"周边","zhou1 bian1","zhōu biān","",""
"周到","zhou1 dao4","zhōu dào","",""
"周密","zhou1 mi4","zhōu mì","",""
"周末","zhou1 mo4","zhōu mò","",""
"周年","zhou1 nian2","zhōu nián","",""
"周期","zhou1 qi1","zhōu qī","",""
"周围","zhou1 wei2","zhōu wéi","",""
"周转","zhou1 zhuan3","zhōu zhuǎn","",""
"皱纹","zhou4 wen2","zhòu wén","",""
"昼夜","zhou4 ye4","zhòu yè","",""
"株","zhu1","zhū","",""
"猪","zhu1","zhū","",""
"诸位","zhu1 wei4","zhū wèi","",""
"逐步","zhu2 bu4","zhú bù","",""
"逐渐","zhu2 jian4","zhú jiàn","",""
"逐年","zhu2 nian2","zhú nián","",""
"竹子","zhu2 zi","zhú zi","",""
"煮","zhu3","zhǔ","",""
"主办","zhu3 ban4","zhǔ bàn","",""
"主导","zhu3 dao3","zhǔ dǎo","",""
"主观","zhu3 guan1","zhǔ guān","",""
"主管","zhu3 guan3","zhǔ guǎn","",""
"主流","zhu3 liu2","zhǔ liú","",""
"主权","zhu3 quan2","zhǔ quán","",""
"主人","zhu3 ren2","zhǔ rén","",""
"主题","zhu3 ti2","zhǔ tí","",""
"主席","zhu3 xi2","zhǔ xí","",""
"主意","zhu3 yi4","zhǔ yì","",""
"主张","zhu3 zhang1","zhǔ zhāng","",""
"嘱咐","zhu3 fu","zhǔ fu","",""
"祝","zhu4","zhù","",""
"祝福","zhu4 fu2","zhù fú","",""
"祝贺","zhu4 he4","zhù hè","",""
"住","zhu4","zhù","",""
"住宅","zhu4 zhai2","zhù zhái","",""
"注射","zhu4 she4","zhù shè","",""
"注视","zhu4 shi4","zhù shì","",""
"注释","zhu4 shi4","zhù shì","",""
"注意","zhu4 yi4","zhù yì","",""
"注重","zhu4 zhong4","zhù zhòng","",""
"助理","zhu4 li3","zhù lǐ","",""
"著名","zhu4 ming2","zhù míng","",""
"著作","zhu4 zuo4","zhù zuò","",""
"驻扎","zhu4 zha1","zhù zhā","",""
"铸造","zhu4 zao4","zhù zào","",""
"拽","zhuai1","zhuāi","",""
"专长","zhuan1 chang2","zhuān cháng","",""
"专程","zhuan1 cheng2","zhuān chéng","",""
"专家","zhuan1 jia1","zhuān jiā","",""
"专科","zhuan1 ke1","zhuān kē","",""
"专利","zhuan1 li4","zhuān lì","",""
"专门","zhuan1 men2","zhuān mén","",""
"专题","zhuan1 ti2","zhuān tí","",""
"专心","zhuan1 xin1","zhuān xīn","",""
"砖瓦","zhuan1 wa3","zhuān wǎ","",""
"转变","zhuan3 bian4","zhuǎn biàn","",""
"转达","zhuan3 da2","zhuǎn dá","",""
"转告","zhuan3 gao4","zhuǎn gào","",""
"转让","zhuan3 rang4","zhuǎn ràng","",""
"转移","zhuan3 yi2","zhuǎn yí","",""
"转折","zhuan3 zhe2","zhuǎn zhé","",""
"赚","zhuan4","zhuàn","",""
"传记","zhuan4 ji4","zhuàn jì","",""
"装","zhuang1","zhuāng","",""
"装备","zhuang1 bei4","zhuāng bèi","",""
"装饰","zhuang1 shi4","zhuāng shì","",""
"装卸","zhuang1 xie4","zhuāng xiè","",""
"庄重","zhuang1 zhong4","zhuāng zhòng","",""
"撞","zhuang4","zhuàng","",""
"幢","zhuang4","zhuàng","",""
"壮丽","zhuang4 li4","zhuàng lì","",""
"壮烈","zhuang4 lie4","zhuàng liè","",""
"状态","zhuang4 tai4","zhuàng tài","",""
"追悼","zhui1 dao4","zhuī dào","",""
"追究","zhui1 jiu1","zhuī jiū","",""
"准确","zhun3 que4","zhǔn què","",""
"准时","zhun3 shi2","zhǔn shí","",""
"准则","zhun3 ze2","zhǔn zé","",""
"桌子","zhuo1 zi","zhuō zi","",""
"着手","zhuo2 shou3","zhuó shǒu","",""
"着想","zhuo2 xiang3","zhuó xiǎng","",""
"着重","zhuo2 zhong4","zhuó zhòng","",""
"卓越","zhuo2 yue4","zhuó yuè","",""
"资本","zi1 ben3","zī běn","",""
"资产","zi1 chan3","zī chǎn","",""
"资格","zi1 ge2","zī gé","",""
"资金","zi1 jin1","zī jīn","",""
"资深","zi1 shen1","zī shēn","",""
"资助","zi1 zhu4","zī zhù","",""
"姿势","zi1 shi4","zī shì","",""
"姿态","zi1 tai4","zī tài","",""
"咨询","zi1 xun2","zī xún","",""
"滋味","zi1 wei4","zī wèi","",""
"滋长","zi1 chang3","zī chǎng","",""
"紫","zi3","zǐ","",""
"子弹","zi3 dan4","zǐ dàn","",""
"仔细","zai3 xi4","zǎi xì","",""
"字","zi3","zǐ","",""
"字典","jing1 dian3","jīng diǎn","",""
"字母","zi3 mu3","zǐ mǔ","",""
"字幕","zi3 mu4","zǐ mù","",""
"自卑","zi4 bei1","zì bēi","",""
"自从","zi4 cong2","zì cóng","",""
"自动","zi4 dong4","zì dòng","",""
"自发","zi4 fa1","zì fā","",""
"自豪","zi4 hao2","zì háo","",""
"自己","zi4 ji3","zì jǐ","",""
"自力更生","zi4 li4 geng4 sheng1","zì lì gèng shēng","成語","人に頼らず自力で行う"
"自满","zi4 man3","zì mǎn","",""
"自私","zi4 si1","zì sī","",""
"自信","zi4 xin4","zì xìn","",""
"自行车","zi4 xing2 che1","zì xíng chē","",""
"自由","zi4 you2","zì yóu","",""
"自愿","zi4 yuan4","zì yuàn","",""
"自主","zi4 zhu3","zì zhǔ","",""
"综合","zong1 he2","zōng hé","",""
"踪迹","zong1 ji4","zōng jì","",""
"宗教","zong1 jiao4","zōng jiào","",""
"宗旨","zong1 zhi3","zōng zhǐ","",""
"棕色","zong1 se4","zōng sè","",""
"总裁","zong3 cai2","zǒng cái","",""
"总而言之","zong3 er2 yan2 zhi1","zǒng ér yán zhī","成語","要するに、つまり"
"总共","zong3 gong4","zǒng gòng","",""
"总和","zong3 he2","zǒng hé","",""
"总结","zong3 jie2","zǒng jié","",""
"总理","zong3 li3","zǒng lǐ","",""
"总是","zong3 shi4","zǒng shì","",""
"总算","zong3 suan4","zǒng suàn","",""
"总统","zong3 tong3","zǒng tǒng","",""
"总之","zong3 zhi1","zǒng zhī","",""
"纵横","zong4 heng2","zòng héng","",""
"走","zou3","zǒu","",""
"走廊","zou3 lang2","zǒu láng","",""
"走漏","zou3 lou4","zǒu lòu","",""
"揍","zou4","zòu","",""
"租","zu1","zū","",""
"租赁","zu1 lin4","zū lìn","",""
"足以","zu2 yi3","zú yǐ","",""
"组","zu3","zǔ","",""
"组成","zu3 cheng2","zǔ chéng","",""
"组合","zu3 he2","zǔ hé","",""
"阻碍","zu3 ai4","zǔ ài","",""
"阻拦","zu3 lan2","zǔ lán","",""
"阻挠","zu3 nao2","zǔ náo","",""
"阻止","zu3 zhi3","zǔ zhǐ","",""
"祖父","zu3 fu4","zǔ fù","",""
"祖国","zu3 guo2","zǔ guó","",""
"祖先","zu3 xian1","zǔ xiān","",""
"钻研","zuan1 yan2","zuān yán","",""
"钻石","zuan1 shi2","zuān shí","",""
"嘴","zui3","zuǐ","",""
"嘴唇","zui3 chun2","zuǐ chún","",""
"醉","zui4","zuì","",""
"最","zui4","zuì","",""
"最初","zui4 chu1","zuì chū","",""
"最好","zui4 hao3","zuì hǎo","",""
"最后","zui4 hou4","zuì hòu","",""
"最近","zui4 jin4","zuì jìn","",""
"罪犯","zui4 fan4","zuì fàn","",""
"尊敬","zun1 jing4","zūn jìng","",""
"尊严","zun1 yan2","zūn yán","",""
"尊重","zun1 zhong4","zūn zhòng","",""
"遵循","zun1 xun2","zūn xún","",""
"昨天","zuo2 tian1","zuó tiān","",""
"左边","zuo3 bian1","zuǒ biān","",""
"左右","zuo3 you4","zuǒ yòu","",""
"坐","zuo4","zuò","",""
"做","zuo4","zuò","",""
"做东","zuo4 dong1","zuò dōng","",""
"做生意","zuo4 sheng1 yi4","zuò shēng yì","",""
"做主","zuo4 zhu3","zuò zhǔ","",""
"座","zuo4","zuò","",""
"座位","zuo4 wei4","zuò wèi","",""
"座右铭","zuo4 you4 ming2","zuò yòu míng","",""
"作弊","zuo4 bi4","zuò bì","",""
"作废","zuo4 fei4","zuò fèi","",""
"作风","zuo4 feng1","zuò fēng","",""
"作品","zuo4 pin3","zuò pǐn","",""
"作为","zuo4 wei2","zuò wéi","",""
"作文","zuo4 wen2","zuò wén","",""
"作息","zuo4 xi1","zuò xī","",""
"作业","zuo4 ye4","zuò yè","",""
"作用","zuo4 yong4","zuò yòng","",""
"作者","zuo4 zhe3","zuò zhě","",""
"半天","ban4 tian1","bàntiān","",""
"报","bao4","bào","",""
"杯","bei1","bēi","",""
"笔","bi3","bǐ","",""
"边","bian1","biān","",""
"表","biao3","biǎo","",""
"病","bing4","bìng","",""
"不久","bu4 jiu3","bùjiŭ","",""
"车","che1","chē","",""
"车站","che1 zhan4","chēzhàn","",""
"城","cheng2","chéng","",""
"出租汽车","chu3 zu1 qi4 che1","chǔzūqìchē","",""
"窗","chuang1","chuāng","",""
"床","chuang2","chuáng","",""
"春天","chun1 tian1","chūntiān","",""
"词","ci2","cí","",""
"大学","da4 xue2","dàxué","",""
"地","di4","dì","",""
"电","dian4","diàn","",""
"电车","dian4 che1","diànchē","",""
"电灯","dian4 deng1","diàndēng","",""
"电话","dian4 hua4","diànhuà","",""
"东边","dong1 bian1","dōngbiān","",""
"饭","fan4","fàn","",""
"饭店","fan4 dian4","fàndiàn","",""
"风","feng1","fēng","",""
"干部","gan4 bu4","gànbù","",""
"钢笔","gang1 bi3","gāngbǐ","",""
"歌","ge1","gē","",""
"馆","guan3","guǎn","",""
"国","guo2","guó","",""
"海","hai3","hǎi","",""
"汉字","han4 zi","hànzi","",""
"后","hou4","hòu","",""
"后边","hou4 bian1","hòubiān","",""
"湖","hu2","hú","",""
"画儿","hua4 er","huàer","",""
"话","hua4","huà","",""
"会话","hui4 hua4","huìhuà","",""
"活儿","huo3 er","huǒer","",""
"火车","huo3 che1","huǒchē","",""
"鸡","ji1","jī","",""
"冬天","dong1 tian1","dōngtiān","",""
"江","jiang1","jiāng","",""
"教室","jiao4 shi4","jiàoshì","",""
"街","jie1","jiē","",""
"今年","jin1 nian2","jīnnián","",""
"酒","jiu3","jiŭ","",""
"橘子","ju2 zi","júzi","",""
"桔子","ju2 zi","júzi","",""
"课本","ke4 ben3","kèběn","",""
"课文","ke4 wen2","kèwén","",""
"口语","kou3 yu3","kǒuyǔ","",""
"篮球","lan2 qiu2","lánqiú","",""
"里边","li3 bian1","lǐbiān","",""
"留学生","liu2 xue2 sheng1","liúxuéshēng","",""
"流","liu2","liú","",""
"门口","men2 kou3","ménkǒu","",""
"面条儿","mian4 tiao2 er","miàntiáoer","",""
"明年","ming2 nian2","míngnián","",""
"南边","nan2 bian1","nánbiān","",""
"牛","niu2","niú","",""
"瓶","ping2","píng","",""
"汽车","qi4 che1","qìchē","",""
"汽水","qi4 shui3","qìshuǐ","",""
"前边","qian2 bian1","qiánbiān","",""
"青年","qing1 nian2","qīngnián","",""
"秋天","qiu1 tian1","qiūtiān","",""
"球","qiu2","qiú","",""
"人们","ren2 men","rénmen","",""
"人民","ren2 min2","rénmín","",""
"日子","ri4 zi","rìzi","",""
"肉","rou4","ròu","",""
"山","shan1","shān","",""
"上边","shang4 bian1","shàngbiān","",""
"生词","sheng1 ci2","shēngcí","",""
"声","sheng1","shēng","",""
"食堂","shi2 tang2","shítáng","",""
"事","shi4","shì","",""
"手","shou3","shǒu","",""
"天","tian1","tiān","",""
"听写","ting1 xie2","tīngxié","",""
"头","tou2","tóu","",""
"外边","wai4 bian1","wàibiān","",""
"外国","wai4 guo2","wàiguó","",""
"外语","wai4 yu3","wàiyǔ","",""
"外文","wai4 wen2","wàiwén","",""
"晚会","wan3 hui4","wǎnhuì","",""
"晚饭","wan3 fan4","wǎnfàn","",""
"文学家","wen2 xue2 jia1","wénxuéjiā","",""
"午饭","wu3 fan4","wǔfàn","",""
"西边","xi1 bian1","xībiān","",""
"下边","xia4 bian1","xiàbiān","",""
"夏天","xia4 tian1","xiàtiān","",""
"小孩儿","xiao3 hai2 er","xiǎoháier","",""
"心","xin1","xīn","",""
"新年","xin1 nian2","xīnnián","",""
"学院","xue2 yuan4","xuéyuàn","",""
"研究","yan2 jiu1","yánjiū","",""
"羊","yang2","yáng","",""
"一点儿","yi1 din3 er","yīdǐner","",""
"邮票","you2 piao4","yóupiào","",""
"雨","yu3","yǔ","",""
"月球","yue4 qiu2","yuèqiú","",""
"早晨","zao3 chen2","zǎochén","",""
"早饭","zao3 fan4","zǎofàn","",""
"纸","zhi3","zhǐ","",""
"中","zhong1","zhōng","",""
"中学","zhong1 xue2","zhōngxué","",""
"周","zhou1","zhōu","",""
"足球","zu2 qiu2","zúqiú","",""
"办","ban4","bàn","",""
"变","bian4","biàn","",""
"变成","bian4 cheng2","biànchéng","",""
"查","cha2","chá","",""
"唱","chang4","chàng","",""
"成","cheng2","chéng","",""
"抽","chou1","chōu","",""
"出来","chu1 lai","chūlai","",""
"出去","chu1 qu","chūqu","",""
"打","da3","dǎ","",""
"得","de2","dé","",""
"得到","de2 dao4","dédào","",""
"动","dong4","dòng","",""
"放假","fang4 jia4","fàngjià","",""
"飞","fei1","fēi","",""
"服务","fu2 wu4","fúwù","",""
"改","gai3","gǎi","",""
"感到","gan3 dao4","gǎndào","",""
"干","gan4","gàn","",""
"刮","gua1","guā","",""
"过来","guo4 lai","guòlai","",""
"回来","hui2 lai","huílai","",""
"回去","hui2 qu","huíqu","",""
"活","huo2","huó","",""
"挤","ji3","jǐ","",""
"记","ji4","jì","",""
"加","jia1","jiā","",""
"见","jian4","jiàn","",""
"进来","jin4 lai","jìnlai","",""
"进去","jin4 qu","jìnqu","",""
"开学","kai1 xue2","kāixué","",""
"看病","kan4 bing4","kànbìng","",""
"客气","ke4 qi","kèqi","",""
"旅行","lv3 xing2","lǚxíng","",""
"爬","pa2","pá","",""
"怕","pa4","pà","",""
"跑","pao3","pǎo","",""
"碰","peng4","pèng","",""
"起","qi3","qǐ","",""
"取得","qu3 de2","qǔdé","",""
"上课","shang4 ke4","shàngkè","",""
"上来","shang4 lai","shànglai","",""
"上去","shang4 qu","shàngqu","",""
"上学","shang3 xue2","shǎngxué","",""
"数","shu3","shǔ","",""
"睡","shui4","shuì","",""
"说","shuo1","shuō","",""
"踢","ti1","tī","",""
"跳","tiao4","tiào","",""
"听见","ting1 jian4","tīngjiàn","",""
"听说","ring1 shuo1","rīngshuō","",""
"停","ting2","tíng","",""
"通","tong1","tōng","",""
"玩儿","wan2 er","wáner","",""
"忘","wang4","wàng","",""
"问好","wen2 ho3","wénhǒ","",""
"下课","xia4 ke4","xiàkè","",""
"下来","xia4 lai","xiàlai","",""
"下去","xia4 qu","xiàqu","",""
"学","xue2","xué","",""
"占","zhan4","zhàn","",""
"照相","zhao4 xiang1","zhàoxiāng","",""
"作","zuo4","zuò","",""
"不错","bu2 cuo4","búcuò","",""
"不同","bu4 tong2","bùtóng","",""
"大声","da4 sheng1","dàshēng","",""
"好看","hao3 kan4","hǎokàn","",""
"急","ji2","jí","",""
"全","quan2","quán","",""
"熟","shu2","shú","",""
"晚","wan3","wǎn","",""
"细","xi4","xì","",""
"早","zao3","zǎo","",""
"不要","bu2 yao4","búyào","",""
"不用","bu2 yong4","búyòng","",""
"常","chang2","cháng","",""
"常常","chang2 chang2","chángcháng","",""
"刚","gang1","gāng","",""
"没有","mei2 you3","méiyǒu","",""
"那么","na4 me","nàme","",""
"一块儿","yi1 kuai4 er","yīkuàier","",""
