"word","pinyin","pinyinf","category","meaning"
"交易会","jiao1 yi4 hui4","jiāo yì huì","名詞","トレードフェア"
"娇生惯养","jiao1 sheng1 guan4 yang3","jiāo shēng guàn yǎng","成語","甘やかして育てる"
"焦虑症","jiao1 lv4 zheng4","jiāo lǜ zhèng","名詞","不安障害、パニック障害"
"阶梯","jie1 ti1","jiē tī","名詞","はしご、ステップ"
"接触","jie1 chu4","jiē chù","動詞","接触する"
"接风","jie1 feng1","jiē fēng","動詞","歓迎の宴を催す"
"接纳","jie1 na4","jiē nà","動詞","受け入れる"
"街头巷尾","jie1 tou2 xiang4 wei3","jiē tóu xiàng wěi","成語","街中いたるところ"
"节目主持人","jie2 mu4 zhu3 chi2 ren2","jié mù zhǔ chí rén","成語","番組の司会者"
"节奏","jie2 zou4","jié zòu","名詞","リズム"
"结交","jie2 jiao1","jié jiāo","動詞","交わりを結ぶ、友人になる"
"结识","jie2 shi2","jié shí","動詞","交友関係を結ぶ"
"截然","jie2 ran2","jié rán","副詞","はっきりと、明らかに"
"解除","jie3 chu2","jiě chú","動詞","解除する、除去する"
"届时","jie4 shi2","jiè shí","名詞","指定した期日"
"金额","jin1 e2","jīn é","名詞","金額"
"金融","jin1 rong2","jīn róng","名詞","金融、ファイナンス"
"金属","jin1 shu3","jīn shǔ","名詞","金属"
"筋疲力尽","jin1 pi2 li4 jin4","jīn pí lì jìn","成語","疲れて力尽きる"
"仅仅","jin3 jin3","jǐn jǐn ","副詞","わずかに、ただ"
"谨慎","jin3 shen4","jǐn shèn","形容詞","慎重である、注意深い"
"尽力","jin4 li4","jìn lì","動詞","尽くす、尽力する"
"晋","jin4","jìn","固有名詞","晋(王朝の名前)"
"经受","jing1 shou4","jīng shòu","動詞","(試練などを)受ける、堪え忍ぶ"
"经营","jing1 ying2","jīng yíng","動詞","経営する"
"惊喜","jing1 xi3","jīng xǐ","名詞","驚きと喜び、歓喜"
"精神病","jing1 shen2 bing4","jīng shén bìng","名詞","精神病"
"警告","jing3 gao4","jǐng gào","動詞","警告する"
"竞赛","jing4 sai4","jìng sài","名詞","競争"
"竞争","jing4 zheng1","jìng zhēng","名詞","競争"
"竟然","jing4 ran2","jìng rán","副詞","意外にも、あろうことか"
"敬","jing4","jìng","動詞","(酒や料理などを)勧める、礼儀正しい"
"境界","jing4 jie4","jìng jiè","名詞","境界"
"静谧","jing4 mi4","jìng mì","形容詞","しんと静まりかえっている(文章語)"
"鸠","jiu1","jiū","名詞","ハト"
"居高临下","ju1 gao1 lin2 xia4","jū gāo lín xià","成語","有利な立場にある"
"居然","ju1 ran2","jū rán","副詞","意外にも、なんとも思いがけない"
"居士","ju1 shi4","jū shì","名詞","仏教の在家信者"
"拘谨","ju1 jin3","jū jǐn","形容詞","きまじめである"
"举办","ju3 ban4","jǔ bàn","動詞","開催する、挙行する"
"具体","ju4 ti3","jù tǐ","形容詞","具体的である"
"聚居","ju4 ju1","jù jū","動詞","一ヶ所に集まって住む"
"眷恋","juan4 lian4","juàn liàn","動詞","懐かしむ、思慕する"
"绝症","jue2 zheng4","jué zhèng","名詞","不治の病"
"觉悟","jue2 wu4","jué wù","動詞","覚悟する"
"均衡","jun1 heng2","jūn héng","形容詞","バランスを取る"
"峻岭","jun4 ling3","jùn lǐng","名詞","高く険しい山脈"
"开导","kai1 dao3","kāi dǎo","動詞","指導する、教え導く"
"开启","kai1 qi3","kāi qǐ","動詞","開く、開ける"
"开膛破肚","kai1 tang2 po4 du4","kāi táng pò dù","成語","腹を割る"
"开头","kai1 tou2","kāi tóu","名詞","最初、始める(動詞)"
"开销","kai1 xiao1","kāi xiāo","名詞","出費、費用、支払う(動詞)"
"开心","kai1 xin1","kāi xīn","形容詞","楽しい"
"开心果","kai1 xin1 guo3","kāi xīn guǒ","名詞","ピスタチオ"
"开凿","kai1 zao2","kāi záo","動詞","掘る、開削する"
"龛","kan1","kān","名詞","厨子"
"砍刀","kan3 dao1","kǎn dāo","名詞","なた"
"看重","kan4 zhong4","kàn zhòng","動詞","大切にする、重視する"
"抗争","kang4 zheng1","kàng zhēng","動詞","抗争する"
"考验","kao3 yan4","kǎo yàn","動詞","試練を与える、試練(名詞)"
"考证","kao3 zheng4","kǎo zhèng","動詞","考証する"
"烤鸭","kao3 ya1","kǎo yā","名詞","(ローストした)ダック"
"科技","ke1 ji4","kē jì","名詞","科学技術"
"可行性","ke3 xing2 xing4","kě xíng xìng","名詞","実現可能性"
"渴望","ke3 wang4","kě wàng","動詞","切望する、渇望する"
"刻意","ke4 yi4","kè yì","動詞","工夫を凝らす"
"客随主便","ke4 sui2 zhu3 bian4","kè suí zhǔ biàn","成語","客は主人に従う"
"客厅","ke4 ting1","kè tīng","名詞","リビングルーム"
"空荡荡","kong1 dang4 dang4","kōng dàng dàng ","形容詞","がらんとして何もない、空っぽの"
"空旷","kong1 kuang4","kōng kuàng","形容詞","遮るものがなく広々としている"
"空隙","kong4 xi4","kòng xì","名詞","隙間、ひま"
"控制","kong4 zhi4","kòng zhì","動詞","制御する、コントロールする"
"口罩","kou3 zhao4","kǒu zhào","名詞","マスク"
"苦心","ku3 xin1","kǔ xīn","副詞","苦心して"
"跨","kua4","kuà","動詞","またぎ越す、またがる"
"快捷","kuai4 jie2","kuài jié","形容詞","速い"
"宽容","kuan1 rong2","kuān róng","形容詞","寛容である、寛大になる(動詞)"
"款待","kuan3 dai4","kuǎn dài","動詞","丁重にもてなす"
"困惑","kun4 huo4","kùn huò","名詞","困惑する"
"拉杆","la1 gan1","lā gān","名詞","牽引用のバー、伸縮式の棒"
"拉练","la1 lian4","lā liàn","動詞","野営訓練をする"
"邋遢","la1 ta1","lā tā","形容詞","だらしない、いい加減である"
"烂漫","lan4 man4","làn màn","形容詞","鮮やかで美しい様、率直で自然である"
"滥","lan4","làn","形容詞","度を超えている"
"滥用","lan4 yong4","làn yòng","動詞","乱用する"
"唠叨","lao2 dao","láo dao","動詞","口やかましく言う、くどくど言う"
"老实","lao3 shi","lǎo shi","形容詞","まじめである、誠実である"
"乐观","le4 guan1","lè guān","形容詞","楽観的な"
"勒索","le4 suo3","lè suǒ","動詞","脅し取る、巻き上げる"
"泪光","lei4 guang1","lèi guāng","名詞","目に浮かんだ涙"
"泪水","lei4 shui3","lèi shuǐ","名詞","涙"
"泪雨","lei4 yu3","lèi yǔ","名詞","滝のように溢れ出る涙(文章語)"
"类似","lei4 si4","lèi sì","形容詞","似ている"
"黎族","li2 zu2","lí zú","固有名詞","黎族(主に海南省に居住)"
"礼节","li3 jie2","lǐ jié","名詞","礼節、礼儀"
"礼让","li3 rang4","lǐ ràng","動詞","礼儀を尽くして譲る"
"理念","li3 nian4","lǐ niàn","名詞","理念"
"理所当然","li3 suo3 dang1 ran2","lǐ suǒ dāng rán","成語","道理にかなっている"
"理智","li3 zhi4","lǐ zhì","形容詞","理性的である、知性的である、理性(名詞)、知性(名詞)"
"力所能及","li4 suo3 neng2 ji2","lì suǒ néng jí","成語","力の及ぶ限り"
"力图","li4 tu2","lì tú","動詞","努めて〜しようとする、極力〜しようとする"
"立场","li4 chang3","lì chǎng","名詞","立場"
"立法","li4 fa3","lì fǎ","動詞","立法する"
"立竿见影","li4 gan1 jian4 ying3","lì gān jiàn yǐng","成語","効果がすぐ現れるたとえ"
"利润","li4 run4","lì rùn","名詞","利益"
"利欲熏心","li4 yu4 xun1 xin1","lì yù xūn xīn","成語","欲に目がくらむ"
"连绵","lian2 mian2","lián mián","動詞","いつまでも途切れずに続く"
"连锁","lian2 suo3","lián suǒ","名詞","チェーン、連鎖"
"恋爱","lian4 ai4","liàn ài","動詞","恋愛する"
"良心","liang2 xin1","liáng xīn","名詞","良心"
"了解","liao3 jie3","liǎo jiě","動詞","理解する"
"撂","liao4","liào","動詞","ほったらかしにする、うち捨てる"
"烈日","lie4 ri4","liè rì","名詞","太陽が激しく照りつける様子"
"林","lin2","lín","名詞","林"
"拎","lin1","līn","動詞","手に提げて持つ"
"伶俐","ling2 li4","líng lì","形容詞","賢い、利発である"
"灵感","ling2 gan3","líng gǎn","名詞","霊感、インスピレーション"
"灵活","ling2 huo2","líng huó","形容詞","反応が素早い、機敏である"
"凌晨","ling2 chen2","líng chén","名詞","明け方(の時間帯)"
"领域","ling3 yu4","lǐng yù","名詞","領域"
"溜","liu1","liū","動詞","そっと抜け出す"
"流域","liu2 yu4","liú yù","名詞","流域"
"留恋","liu2 lian4","liú liàn","形容詞","名残を惜しむ、未練が残る"
"笼","long2","lóng","名詞","カゴ"
"隆重","long2 zhong4","lóng zhòng","形容詞","盛大である、荘厳である"
"芦笙","lu2 sheng1","lú shēng","名詞","少数民族の竹製の管楽器"
"履行","lv3 xing2","lǚ xíng","動詞","履行する、実際に行う"
"伦理","lun2 li3","lún lǐ","名詞","倫理"
"麻","ma2","má","名詞","麻"
"马不停蹄","ma3 bu4 ting2 ti2","mǎ bù tíng tí","成語","ひたすら前進する、一刻も休まず進む"
"瞒","man2","mán","動詞","欺く、真実を隠す"
"满足","man3 zu2","mǎn zú","動詞","満足する"
"蔓延","man4 yan2","màn yán","動詞","広がる、蔓延する"
"茫然","mang2 ran2","máng rán","形容詞","事情が全く分からない、呆然とする"
"猫腻","mao1 ni4","māo nì","名詞","秘密"
"猫头鹰","mao1 tou2 ying1","māo tóu yīng","名詞","ミミズク、フクロウ"
"毛","mao2","máo","名詞","ウール"
"牦牛","mao2 niu2","máo niú","名詞","ヤク"
"没大没小","mei2 da4 mei2 xiao3","méi  dà méi  xiǎo","成語","長幼の序をわきまえない、無礼な"
"煤气","mei2 qi4","méi qì","名詞","石炭ガス"
"美满","mei3 man3","měi mǎn","形容詞","満ち足りている、申し分がない"
"魅力","mei4 li4","mèi lì","名詞","魅力"
"萌发","meng2 fa1","méng fā","動詞","芽が出る、(ある種の感情が)芽生える"
"猛","meng3","měng","形容詞","激しい、猛々しい"
"密切","mi4 qie4","mì qiè","形容詞","親密である、注意深い"
"棉","mian2","mián","名詞","綿、コットン"
"免除","mian3 chu2","miǎn chú","動詞","免除する"
"面孔","mian4 kong3","miàn kǒng","名詞","顔、顔つき"
"面目","mian4 mu4","miàn mù","名詞","顔、顔つき、状態、メンツ"
"描述","miao2 shu4","miáo shù","動詞","描写する"
"民间","min2 jian1","mín jiān","形容詞","民間の"
"名正言顺","ming2 zheng4 yan2 shun4","míng zhèng yán shùn","成語","道理が正しく筋道が通っている、文句なく正当であること"
"铭心","ming2 xin1","míng xīn","動詞","心に刻みつける、銘記する"
"铭心刻骨","ming2 xin1 ke4 gu3","míng xīn kè gǔ","成語","心に銘記して、骨に刻んで永遠に忘れない"
"模范","mo2 fan4","mó fàn","形容詞","模範的である、模範、手本(名詞)"
"模糊","mo2 hu","mó hu","形容詞","はっきりしない、ぼんやりとしている"
"摩擦","mo2 ca1","mó cā","動詞","摩擦する、軋轢が生じる"
"磨合","mo2 he2","mó hé","動詞","互いに適合する"
"磨练","mo2 lian4","mó liàn","動詞","訓練する"
"陌生","mo4 sheng1","mò shēng","名詞","なじみがない、疎い、不案内である"
"莫名其妙","mo4 ming2 qi2 miao4","mò míng qí miào","成語","訳が分からない、奇妙である"
"谋生","mou2 sheng1","móu shēng","動詞","生計を立てる"
"目录","mu4 lu4","mù lù","名詞","カタログ、リスト"
"目前","mu4 qian2","mù qián","名詞","目の前に、今"
"墓","mu4","mù","名詞","墓"
"哪怕","na3 pa4","nǎ pà","連詞","たとえ〜でも"
"内地","nei4 di4","nèi dì","名詞","中国本土"
"内务","nei4 wu4","nèi wù","名詞","日常生活に関する室内での仕事"
"纳闷儿","na4 men4 er","nà mèn er","動詞","納得できない、腑に落ちない"
"乃至","nai3 zhi4","nǎi zhì","連詞","ないし、さらには"
"难能可贵","nan2 neng2 ke3 gui4","nán néng kě guì","成語","得難く貴い、並大抵のことではない"
"难忘","nan2 wang4","nán wàng","形容詞","忘れがたい"
"闹市","nao4 shi4","nào shì","名詞","中心部、ダウンタウン"
"泥泞","ni2 ning4","ní nìng","形容詞","ぬかるんでいる"
"溺爱","ni4 ai4","nì ài","動詞","可愛がる、溺愛する"
"捏造","nie1 zao4","niē zào","動詞","でっち上げる、ねつ造する"
"宁静","ning2 jing4","níng jìng","形容詞","静かである、平穏である"
"宁可","ning4 ke3","nìng kě","連詞","むしろ"
"纽约","niu3 yue1","niŭ yuē","固有名詞","ニューヨーク"
"女友","nv3 you3","nǚ yǒu","名詞","ガールフレンド"
"暖流","nuan3 liu2","nuǎn liú","名詞","暖流"
"挪","nuo2","nuó","形容詞","ゆっくりと動く様子"
"挪用","nuo2 yong4","nuó yòng","動詞","(本来の目的以外にお金を)使い込む"
"偶尔","ou3 er3","ǒu ěr","副詞","たまに"
"拍案而起","pai1 an4 er2 qi3","pāi àn ér qǐ","成語","机を叩いて思わず立ち上がる(怒っている様子を表す)"
"拍击","pai1 ji1","pāi jī","動詞","(波が)ぶつかる"
"拍卖","pai1 mai4","pāi mài","動詞","オークションにかける"
"徘徊","pai2 huai2","pái huái","動詞","うろつく、あてもなく歩き回る、ためらう、躊躇する"
"排挤","pai2 ji3","pái jǐ","動詞","(競争相手を)押しのける、閉め出す、追い落とす"
"排遣","pai2 qian3","pái qiǎn","動詞","気を紛らわす、気晴らしをする"
"盘子","pan2 zi","pán zi","名詞","お皿"
"判决","pan4 jue2","pàn jué","動詞","判決を下す、判決(名詞)"
"庞大","pang2 da4","páng dà","形容詞","大きい"
"泡","pao4","pào","動詞","浸す、ふやかす"
"陪伴","pei2 ban4","péi bàn","動詞","伴う、付き合う"
"培养","pei2 yang3","péi yǎng","動詞","はぐくむ、養成する、培養する"
"赔偿","pei2 chang2","péi cháng","動詞","賠償する、弁償する"
"配合","pei4 he2","pèi hé","動詞","協力する、分担して行う"
"配套","pei4 tao4","pèi tào","動詞","組み合わせて一揃いにする"
"烹煮","peng1 zhu3","pēng zhǔ","動詞","煮る"
"蓬乱","peng2 luan4","péng luàn","形容詞","(髪や草木が)伸びすぎて乱れた様子"
"碰撞","peng4 zhuang4","pèng zhuàng","動詞","当たる、ぶつかる、怒らせる、気を損ねる"
"披","pi1","pī","動詞","裂ける、割れる、散らす、バラバラになる"
"噼啪","pi1 pa1","pī pā","擬音","パチパチ、ボンボン(油などのはじける音)"
"偏见","pian1 jian4","piān jiàn","名詞","偏見"
"拼命","pin1 ming4","pīn mìng","副詞","一生懸命に、命がけで"
"频道","pin2 dao4","pín dào","名詞","チャンネル"
"频率","pin2 lv4","pín lǜ","名詞","頻度"
"品质","pin3 zhi4","pǐn zhì","名詞","(人などの)性質、性格"
"平淡","ping2 dan4","píng dàn","形容詞","平凡である、変化に乏しい"
"平等互利","ping2 deng3 hu4 li4","píng děng hù lì","成語","平等に、双方に利益のある"
"评","ping2","píng","名詞","評する、批評する、判定する"
"颇","po1","pō","副詞","かなり、大いに、偏っている"
"颇具特色","po1 ju4 te4 se4","pō jù tè sè","成語","特色を備えている様子"
"笸箩","po3 luo","pǒ luo","名詞","ざる"
"破产","po4 chan3","pò chǎn","動詞","倒産する、破産する"
"仆人","pu2 ren2","pú rén","名詞","召使い"
"铺张","pu1 zhang1","pū zhāng","動詞","大げさにする、派手に振る舞う"
"菩萨","pu2 sa4","pú sà","名詞","菩薩"
"朴素","pu3 su4","pǔ sù","形容詞","質素である、飾り気がない"
"普遍","pu3 bian4","pǔ biàn","形容詞","普通、ありふれた"
"期间","qi1 jian1","qī jiān","名詞","期間"
"期盼","qi1 pan4","qī pàn","動詞","待ち望む、待望する"
"欺诈","qi1 zha4","qī zhà","動詞","だます、詐欺をはたらく"
"齐全","qi2 quan2","qí quán","形容詞","全て揃っている、完備している"
"奇幻","qi2 huan4","qí huàn","形容詞","奇想天外である、幻想的である"
"祈祷","qi2 dao3","qí dǎo","動詞","祈る、祈祷する"
"启发","qi3 fa1","qǐ fā","動詞","啓発する"
"起步","qi3 bu4","qǐ bù","動詞","着手する、始める"
"起码","qi3 ma3","qǐ mǎ","形容詞","最低限の"
"气氛","qi4 fen1","qì fēn","名詞","雰囲気、気分"
"气魄","qi4 po4","qì pò","名詞","気迫"
